ID,Name,Team,Pos,Price,18_pts_no_prob,18_prob,18_with_prob,19_pts_no_prob,19_prob,19_with_prob,20_pts_no_prob,20_prob,20_with_prob,21_pts_no_prob,21_prob,21_with_prob,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob
567,Toti,WOL,DEF,4.3,2.42188,0.9344,2.263,2.89977,0.9344,2.70954,2.50554,0.9344,2.34118,2.80644,0.9344,2.62234,2.79743,0.9344,2.61392,2.54258,0.9344,2.37579,2.47248,0.9344,2.31029,2.80067,0.9344,2.61695
568,Muric,IPS,GK,4.4,4.95153,0.94937,4.70086,3.73674,0.94937,3.54757,4.47004,0.94937,4.24374,3.60406,0.94937,3.4216,3.97473,0.94937,3.77351,5.33172,0.94937,5.0618,3.10978,0.94937,2.95234,4.7636,0.94937,4.52243
569,Jaden,AVL,MID,5.3,1.39783,0.5623,0.786,1.49979,0.5623,0.84334,1.76305,0.5623,0.99137,1.45005,0.5623,0.81537,1.25131,0.5623,0.70361,1.61725,0.5623,0.90938,1.57949,0.5623,0.88815,1.53765,0.5623,0.86463
570,A.Fatawu,LEI,MID,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Sávio,MCI,MID,6.4,2.74956,0.86572,2.38034,2.58071,0.86572,2.23416,2.9456,0.86572,2.55005,2.48852,0.86572,2.15436,2.48986,0.86572,2.15551,2.58288,0.86572,2.23604,1.98564,0.86572,1.719,2.75405,0.86572,2.38423
572,Yoro,MUN,DEF,4.3,2.56989,0.80753,2.07527,2.49515,0.80753,2.01491,2.74128,0.80753,2.21367,2.245,0.80753,1.8129,2.37183,0.80753,1.91532,2.55321,0.80753,2.0618,2.35976,0.80753,1.90558,2.86685,0.80753,2.31507
573,Milenković,NFO,DEF,4.6,2.77288,0.87179,2.41737,2.66053,0.87179,2.31942,2.86655,0.87179,2.49902,2.81632,0.87179,2.45523,2.56566,0.87179,2.23672,2.77711,0.87179,2.42106,2.67816,0.87179,2.33479,2.83482,0.87179,2.47137
574,Pivas,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Wiley,CHE,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Irving,WHU,MID,4.8,1.8252,0.21937,0.40039,1.52566,0.21937,0.33468,1.47685,0.21937,0.32397,1.59004,0.21937,0.3488,1.65767,0.21937,0.36364,1.51498,0.21937,0.33234,1.4992,0.21937,0.32887,1.68395,0.21937,0.3694
577,Lindstrøm,EVE,MID,5.1,1.95786,0.85272,1.66951,2.25444,0.85272,1.92241,1.9966,0.85272,1.70254,2.1808,0.85272,1.85961,2.12606,0.85272,1.81294,2.05947,0.85272,1.75615,2.48563,0.85272,2.11955,2.14095,0.85272,1.82563
578,Calafiori,ARS,DEF,5.8,3.16394,0.83857,2.65319,3.40367,0.83857,2.85423,3.14373,0.83857,2.63625,3.18977,0.83857,2.67486,3.16318,0.83857,2.65256,3.24296,0.83857,2.71946,3.07552,0.83857,2.57905,3.19688,0.83857,2.68082
579,Sessegnon,FUL,DEF,4.2,2.79836,0.08336,0.23326,2.49726,0.08336,0.20816,2.39801,0.08336,0.19989,2.65711,0.08336,0.22149,2.55523,0.08336,0.21299,2.36002,0.08336,0.19672,2.80039,0.08336,0.23343,2.43794,0.08336,0.20322
580,Huijsen,BOU,DEF,4.3,2.36884,0.83691,1.98249,2.51573,0.83691,2.10542,2.29753,0.83691,1.92282,2.71274,0.83691,2.27031,2.71454,0.83691,2.27181,2.40693,0.83691,2.01437,2.52057,0.83691,2.10948,2.48828,0.83691,2.08245
581,Jørgensen,CHE,GK,4.2,3.45245,0.06116,0.21115,3.35206,0.06116,0.20501,3.94198,0.06116,0.24109,3.48294,0.06116,0.21302,3.34499,0.06116,0.20458,4.62302,0.06116,0.28275,3.36101,0.06116,0.20556,4.153,0.06116,0.254
582,O'Brien,EVE,DEF,4.6,2.97527,0.11969,0.35611,2.61595,0.11969,0.3131,2.66897,0.11969,0.31945,2.59207,0.11969,0.31024,2.6606,0.11969,0.31845,2.73689,0.11969,0.32758,2.76782,0.11969,0.33128,2.77943,0.11969,0.33267
583,Townsend,IPS,DEF,4,2.40486,0.04635,0.11147,2.06871,0.04635,0.09589,2.153,0.04635,0.09979,1.93273,0.04635,0.08959,2.01967,0.04635,0.09361,2.38614,0.04635,0.1106,1.77566,0.04635,0.0823,2.34192,0.04635,0.10855
584,"Brereton Díaz",SOU,MID,4.9,2.08943,0.4394,0.91809,1.98768,0.4394,0.87338,2.075,0.4394,0.91175,1.93791,0.4394,0.85152,1.87693,0.4394,0.82472,2.02834,0.4394,0.89125,1.92458,0.4394,0.84566,2.06385,0.4394,0.90685
585,I.Sarr,CRY,MID,5.7,2.75354,0.92185,2.53836,2.97644,0.92185,2.74384,2.74507,0.92185,2.53055,3.02453,0.92185,2.78817,2.96148,0.92185,2.73005,2.92657,0.92185,2.69786,2.82137,0.92185,2.60088,2.88495,0.92185,2.6595
586,J.Cuenca,FUL,DEF,4.4,2.68454,0.50958,1.36798,2.36756,0.50958,1.20645,2.26866,0.50958,1.15605,2.53688,0.50958,1.29273,2.43226,0.50958,1.23942,2.23519,0.50958,1.139,2.68798,0.50958,1.36973,2.30793,0.50958,1.17607
587,Summerville,WHU,MID,5.6,2.49937,0.87111,2.17723,1.85286,0.87111,1.61405,1.76188,0.87111,1.5348,1.9229,0.87111,1.67507,1.9852,0.87111,1.72933,1.84803,0.87111,1.60984,1.80485,0.87111,1.57223,2.06251,0.87111,1.79668
588,G.Rodríguez,WHU,MID,4.8,2.00457,0.72226,1.44781,1.77985,0.72226,1.28551,1.68387,0.72226,1.21618,1.83915,0.72226,1.32834,1.90934,0.72226,1.37903,1.71466,0.72226,1.23842,1.7019,0.72226,1.22921,1.92621,0.72226,1.39122
589,Füllkrug,WHU,FWD,6.7,2.62403,0.84083,2.20635,2.02357,0.84083,1.70147,1.82068,0.84083,1.53087,2.23048,0.84083,1.87545,2.3474,0.84083,1.97375,1.93314,0.84083,1.62543,1.88876,0.84083,1.58811,2.38597,0.84083,2.00618
590,Osula,NEW,FWD,4.9,1.3896,0.29138,0.4049,1.44016,0.29138,0.41963,1.43845,0.29138,0.41913,1.48163,0.29138,0.43171,1.45847,0.29138,0.42496,1.84764,0.29138,0.53836,1.39214,0.29138,0.40563,1.19886,0.29138,0.34932
591,Todibo,WHU,DEF,4.3,2.63312,0.76651,2.01831,2.57595,0.76651,1.97449,2.90748,0.76651,2.2286,2.41632,0.76651,1.85212,2.42831,0.76651,1.86132,2.80584,0.76651,2.1507,2.82917,0.76651,2.16858,2.44593,0.76651,1.87482
592,J.Araujo,BOU,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,"De Ligt",MUN,DEF,5,2.97973,0.64011,1.90734,2.82738,0.85748,2.42442,3.04911,0.9013,2.74816,2.62091,0.91387,2.39518,2.70584,0.91387,2.47279,2.92779,0.91387,2.67563,2.712,0.91387,2.47842,3.24283,0.91387,2.96354
594,Mazraoui,MUN,DEF,4.6,2.75428,0.87221,2.40232,2.75159,0.87221,2.39997,2.89992,0.87221,2.52935,2.53061,0.87221,2.20723,2.62897,0.87221,2.29302,2.7268,0.87221,2.37835,2.63094,0.87221,2.29474,3.04426,0.87221,2.65524
595,Gruda,BHA,MID,5.4,2.03533,0.66964,1.36293,1.84645,0.66964,1.23645,1.7737,0.66964,1.18773,1.92953,0.66964,1.29208,1.92829,0.66964,1.29125,2.02423,0.66964,1.35549,1.86003,0.66964,1.24554,1.86847,0.66964,1.25119
596,"Jota Silva",NFO,MID,5.9,1.86363,0.91933,1.7133,1.70156,0.91933,1.5643,1.9488,0.91933,1.7916,1.72568,0.91933,1.58647,1.94194,0.91933,1.78529,1.67349,0.91933,1.53849,1.84693,0.91933,1.69795,1.74742,0.91933,1.60646
597,Lewis-Skelly,ARS,MID,4.5,1.6551,0.55412,0.91712,1.6478,0.55412,0.91307,1.60711,0.55412,0.89053,1.62215,0.55412,0.89886,1.62844,0.55412,0.90234,1.70516,0.55412,0.94486,1.55588,0.55412,0.86214,1.76578,0.55412,0.97845
598,Bogarde,AVL,DEF,4,2.41065,0.08531,0.20564,1.97269,0.08531,0.16828,2.05118,0.08531,0.17498,2.02508,0.08531,0.17275,2.44209,0.08531,0.20833,2.00569,0.08531,0.1711,2.17631,0.08531,0.18565,1.94422,0.08531,0.16586
599,Dennis,BOU,GK,4,3.35021,0.00203,0.00679,3.90167,0.00203,0.00791,3.14458,0.00203,0.00637,4.20308,0.00203,0.00852,4.16648,0.00203,0.00844,3.32548,0.00203,0.00674,3.80975,0.00203,0.00772,4.21496,0.00203,0.00854
600,Ayari,BHA,MID,5,2.3525,0.84895,1.99714,2.11989,0.84895,1.79967,2.03635,0.84895,1.72875,2.15763,0.84895,1.83171,2.16436,0.84895,1.83742,2.27754,0.84895,1.93351,2.10008,0.84895,1.78285,2.12092,0.84895,1.80055
601,Moran,BHA,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Trevitt,BRE,MID,4.4,1.67474,0.01246,0.02087,1.58889,0.01246,0.0198,1.93942,0.01246,0.02416,1.61666,0.01246,0.02014,1.62336,0.01246,0.02023,1.75401,0.01246,0.02185,1.6869,0.01246,0.02102,1.77211,0.01246,0.02208
603,Armstrong,EVE,MID,4.5,1.27736,0.14549,0.18584,1.46035,0.14549,0.21247,1.32716,0.14549,0.19309,1.3777,0.14549,0.20044,1.37041,0.14549,0.19938,1.36702,0.14549,0.19889,1.5809,0.14549,0.23,1.44622,0.14549,0.21041
604,King,FUL,MID,4.5,1.74446,0.31656,0.55222,1.89191,0.31656,0.5989,1.83726,0.31656,0.5816,1.91471,0.31656,0.60611,1.98093,0.31656,0.62708,1.78651,0.31656,0.56553,1.77885,0.31656,0.56311,1.90672,0.31656,0.60359
605,Godo,FUL,MID,4.5,1.65649,0.21858,0.36208,1.78414,0.21858,0.38998,1.7204,0.21858,0.37605,1.7971,0.21858,0.39282,1.86328,0.21858,0.40728,1.66497,0.21858,0.36393,1.65969,0.21858,0.36278,1.78525,0.21858,0.39023
606,Alves,LEI,MID,4.5,1.62935,0.00267,0.00435,1.70241,0.00267,0.00455,1.72564,0.00267,0.00461,1.84486,0.00267,0.00493,1.77786,0.00267,0.00475,1.85846,0.00267,0.00497,1.78064,0.00267,0.00476,1.67026,0.00267,0.00446
607,O’Reilly,MCI,MID,4.9,2.24899,0.00269,0.00604,2.28711,0.00269,0.00614,2.28911,0.00269,0.00615,2.16839,0.00269,0.00583,2.13491,0.00269,0.00574,2.09369,0.00269,0.00563,1.88996,0.00269,0.00508,2.21181,0.00269,0.00594
608,Dibling,SOU,MID,4.5,2.07507,0.87198,1.80942,1.95675,0.87198,1.70625,2.02726,0.87198,1.76774,1.88918,0.87198,1.64733,1.82919,0.87198,1.59502,1.97509,0.87198,1.72224,1.87388,0.87198,1.63399,2.01013,0.87198,1.7528
609,Lankshear,TOT,FWD,4.5,1.45722,0.26087,0.38015,1.53294,0.26087,0.3999,1.44567,0.26087,0.37714,1.15408,0.26087,0.30107,1.53687,0.26087,0.40093,1.69462,0.26087,0.44208,1.47441,0.26087,0.38463,1.43903,0.26087,0.37541
610,Moore,TOT,MID,4.5,1.6413,0.01,0.01641,1.75652,0.01,0.01757,1.71834,0.35064,0.60251,1.50576,0.42076,0.63357,1.69334,0.44414,0.75207,1.87314,0.44414,0.83193,1.69744,0.45816,0.77771,1.65277,0.45816,0.75724
611,Szmodics,IPS,MID,5.8,1.97965,0.77235,1.52898,2.18077,0.77235,1.68431,2.17352,0.77235,1.67871,2.23448,0.77235,1.72579,2.11156,0.77235,1.63086,1.98964,0.77235,1.53669,2.32953,0.77235,1.79921,2.11932,0.77235,1.63685
612,Odobert,TOT,MID,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Collyer,MUN,MID,4.5,1.84792,0.0076,0.01404,1.77926,0.0076,0.01352,1.59717,0.0076,0.01213,1.82997,0.0076,0.0139,1.73614,0.0076,0.01319,1.73518,0.0076,0.01318,1.79779,0.0076,0.01366,1.81885,0.0076,0.01382
614,Metcalfe,EVE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Rushworth,BHA,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Nelson,LEI,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Evanilson,BOU,FWD,6,2.80215,0.91758,2.57118,2.6138,0.91758,2.39836,2.87312,0.91758,2.6363,2.43393,0.91758,2.23331,2.4655,0.91758,2.26228,2.81294,0.91758,2.58108,2.48598,0.91758,2.28108,3.07515,0.91758,2.82168
618,Georginio,BHA,MID,5.4,2.46725,0.87217,2.15186,2.27655,0.87217,1.98554,2.16252,0.87217,1.88609,2.38669,0.87217,2.0816,2.36336,0.87217,2.06125,2.44425,0.87217,2.1318,2.28405,0.87217,1.99208,2.28572,0.87217,1.99353
619,Cajuste,IPS,MID,4.5,1.75514,0.86448,1.51729,1.85905,0.86448,1.60711,1.92934,0.86448,1.66788,1.92602,0.86448,1.66501,1.86335,0.86448,1.61083,1.80876,0.86448,1.56364,2.01976,0.86448,1.74604,1.88648,0.86448,1.63082
620,Sosa,NFO,MID,5.5,1.7465,0.4453,0.77772,1.71684,0.4453,0.76451,1.89211,0.4453,0.84256,1.67897,0.4453,0.74765,1.8639,0.4453,0.82999,1.68221,0.4453,0.74909,1.76893,0.4453,0.7877,1.73923,0.4453,0.77448
621,"João Félix",CHE,MID,6,2.01672,0.44718,0.90183,2.02551,0.44718,0.90576,2.04762,0.44718,0.91565,2.14139,0.44718,0.95758,2.20029,0.44718,0.98392,1.8137,0.44718,0.81104,2.22326,0.44718,0.99419,1.96426,0.44718,0.87837
622,Berge,FUL,MID,5,2.21305,0.59499,1.31674,2.29317,0.79022,1.8121,2.23261,0.86466,1.93044,2.38052,0.89608,2.13313,2.44773,0.89608,2.19336,2.18544,0.89608,1.95833,2.23513,0.89608,2.00285,2.30431,0.89608,2.06484
623,M.Fernandes,SOU,MID,5,2.59229,0.87214,2.26085,2.55423,0.87214,2.22765,2.61876,0.87214,2.28393,2.53735,0.87214,2.21293,2.4606,0.87214,2.14599,2.58322,0.87214,2.25294,2.55557,0.87214,2.22882,2.61947,0.87214,2.28455
624,Begovic,EVE,GK,4,4.4061,0.06004,0.26456,3.32548,0.06004,0.19968,4.06112,0.06004,0.24385,3.25879,0.06004,0.19567,3.67882,0.06004,0.22089,3.93413,0.06004,0.23622,3.35669,0.06004,0.20155,3.72301,0.06004,0.22355
625,Gündogan,MCI,MID,6.5,2.68249,0.87219,2.33964,2.75716,0.87219,2.40476,2.76213,0.87219,2.40909,2.64646,0.87219,2.30821,2.63111,0.87219,2.29482,2.51222,0.87219,2.19112,2.25003,0.87219,1.96245,2.64665,0.87219,2.30837
626,Kaboré,MCI,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Dixon,EVE,DEF,4,2.55801,0.0081,0.02073,2.06406,0.0081,0.01673,2.20665,0.0081,0.01788,2.06154,0.0081,0.01671,2.16163,0.0081,0.01752,2.25386,0.0081,0.01827,2.14245,0.0081,0.01736,2.27306,0.0081,0.01842
628,F.Kadıoğlu,BHA,DEF,4.5,2.40778,0.05474,0.1318,2.75828,0.21212,0.58508,2.46789,0.43792,1.08073,2.37191,0.58161,1.37953,2.63339,0.65004,1.7118,2.31097,0.68425,1.58127,2.50378,0.68425,1.7132,2.51577,0.68425,1.72141
629,O'Riley,BHA,MID,5.5,2.09291,0.56301,1.17833,1.81774,0.56301,1.02341,1.74505,0.56301,0.98248,1.95383,0.56301,1.10003,1.92027,0.56301,1.08113,2.07746,0.56301,1.16963,1.83584,0.56301,1.0336,1.91204,0.56301,1.0765
630,O'Shea,IPS,DEF,4.1,2.81603,0.93641,2.63695,2.51628,0.93641,2.35627,2.5732,0.93641,2.40957,2.38819,0.93641,2.23632,2.4651,0.93641,2.30834,2.79801,0.93641,2.62008,2.24127,0.93641,2.09875,2.76025,0.93641,2.58472
631,J.Clarke,IPS,MID,5.5,1.71141,0.81477,1.39441,1.9465,0.81477,1.58595,1.96912,0.81477,1.60439,2.02113,0.81477,1.64676,1.8894,0.81477,1.53943,1.77181,0.81477,1.44362,2.11583,0.81477,1.72392,1.91543,0.81477,1.56064
632,Ogbene,IPS,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Merino,ARS,MID,6,2.29016,0.84283,1.93023,2.21207,0.84283,1.8644,2.12876,0.84283,1.79419,2.17097,0.84283,1.82977,2.23334,0.84283,1.88234,2.28601,0.84283,1.92672,2.04911,0.84283,1.72706,2.30915,0.84283,1.94623
634,G.Nunes,BRE,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,"El Khannouss",LEI,MID,4.8,2.02645,0.83393,1.68991,2.24239,0.83393,1.86999,2.08641,0.83393,1.73991,2.40777,0.83393,2.0079,2.34048,0.83393,1.95179,2.24101,0.83393,1.86884,2.10348,0.83393,1.75414,2.15853,0.83393,1.80005
636,Chiesa,LIV,MID,6.8,3.40371,0.22085,0.75172,2.93609,0.22085,0.64844,2.75801,0.22085,0.60912,2.67638,0.22085,0.59109,2.90049,0.22085,0.64058,2.99501,0.22085,0.66146,2.63339,0.22085,0.58159,3.08316,0.22085,0.68093
637,Meupiyou,WOL,DEF,4,1.97527,0.07959,0.15722,2.53029,0.07959,0.2014,2.0353,0.07959,0.162,2.44011,0.07959,0.19422,2.4397,0.07959,0.19419,2.12453,0.07959,0.1691,2.03252,0.07959,0.16178,2.44778,0.07959,0.19483
638,"Oulad M'hand",ARS,MID,4.5,1.81074,0.00388,0.00703,1.81885,0.00388,0.00706,1.77313,0.00388,0.00688,1.77789,0.00388,0.0069,1.7935,0.00388,0.00696,1.88878,0.00388,0.00733,1.70241,0.00388,0.00661,1.94049,0.00388,0.00753
639,Setford,ARS,GK,4.5,3.00996,0.00205,0.00617,4.3485,0.00205,0.00891,4.24696,0.00205,0.0087,3.75291,0.00205,0.00769,3.33461,0.00205,0.00683,3.93361,0.00205,0.00806,3.88291,0.00205,0.00796,3.78574,0.00205,0.00776
640,Swinkels,AVL,DEF,4,2.44011,0.00448,0.01094,2.0227,0.00448,0.00907,2.11457,0.00448,0.00948,2.05929,0.00448,0.00923,2.46457,0.00448,0.01105,2.0616,0.00448,0.00924,2.21634,0.00448,0.00994,1.99681,0.00448,0.00895
641,Zych,AVL,GK,4,4.16648,0.002,0.00833,3.43766,0.002,0.00688,3.35669,0.002,0.00671,3.73588,0.002,0.00747,4.38598,0.002,0.00877,3.30544,0.002,0.00661,3.61824,0.002,0.00724,2.93351,0.002,0.00587
642,André,WOL,MID,5,2.16272,0.84323,1.82366,2.22878,0.84323,1.87937,2.28466,0.84323,1.92649,2.12997,0.84323,1.79604,2.0983,0.84323,1.76934,2.09345,0.84323,1.76525,2.19582,0.84323,1.85157,2.03417,0.84323,1.71527
643,Casey,WHU,DEF,4,2.07884,0.19207,0.39929,2.14981,0.19207,0.41292,2.48346,0.19207,0.47701,1.95589,0.19207,0.37568,1.94989,0.19207,0.37452,2.36294,0.19207,0.45386,2.39324,0.19207,0.45968,1.96078,0.19207,0.37661
644,Umeh-Chibueze,CRY,MID,4.4,1.72683,5.0E-5,8.0E-5,1.87927,0.00018,0.00034,1.72156,0.00037,0.00064,1.94049,0.00049,0.00095,1.87439,0.00055,0.00103,1.87374,0.00058,0.00108,1.80032,0.00058,0.00104,1.86979,0.00058,0.00108
645,Devenny,CRY,MID,4.5,1.70287,0.80843,1.37664,1.89815,0.80843,1.53452,1.74369,0.80843,1.40964,1.91799,0.80843,1.55055,1.85145,0.80843,1.49676,1.89916,0.80843,1.53534,1.78233,0.80843,1.44088,1.89492,0.80843,1.53191
646,Agbinone,CRY,MID,4.5,1.5391,0.08176,0.12583,1.67679,0.08176,0.13709,1.5215,0.08176,0.12439,1.74209,0.08176,0.14243,1.67558,0.08176,0.13699,1.66839,0.08176,0.1364,1.60593,0.08176,0.1313,1.66736,0.08176,0.13632
647,Rodney,CRY,MID,4.5,1.72683,0.00017,0.0003,1.87927,0.00017,0.00032,1.72156,0.00017,0.0003,1.94049,0.00017,0.00033,1.87439,0.00017,0.00032,1.87374,0.00017,0.00032,1.80032,0.00017,0.00031,1.86979,0.00017,0.00032
648,Wheatley,MUN,FWD,4.5,1.70183,0.00907,0.01543,1.50144,0.00907,0.01362,1.26449,0.00907,0.01147,1.70493,0.00907,0.01546,1.50442,0.00907,0.01364,1.53523,0.00907,0.01392,1.59776,0.00907,0.01449,1.5562,0.00907,0.01411
649,Meghoma,BRE,DEF,4,2.195,0.17849,0.3918,2.09284,0.17849,0.37356,2.09741,0.17849,0.37438,2.06876,0.17849,0.36926,2.16916,0.17849,0.38718,2.21491,0.17849,0.39535,2.09903,0.17849,0.37466,2.23233,0.17849,0.39846
650,Lacroix,CRY,DEF,4.5,2.87542,0.87171,2.50652,2.60365,0.87171,2.26962,2.78538,0.87171,2.42803,2.94251,0.87171,2.565,3.01622,0.87171,2.62926,2.7254,0.87171,2.37574,2.99085,0.87171,2.60714,2.63843,0.87171,2.29993
651,Mangala,EVE,MID,5,1.99239,0.93795,1.86876,2.1234,0.93795,1.99164,2.02793,0.93795,1.9021,2.02515,0.93795,1.89949,2.02621,0.93795,1.90049,2.06588,0.93795,1.93769,2.21051,0.93795,2.07335,2.14512,0.93795,2.01202
652,Ugarte,MUN,MID,4.9,2.04979,0.85749,1.75768,2.31795,0.85749,1.98763,1.73623,0.85749,1.48881,2.35305,0.85749,2.01773,2.24518,0.85749,1.92523,1.8782,0.85749,1.61055,2.3066,0.85749,1.97789,1.96263,0.85749,1.68295
653,Morato,NFO,DEF,4.5,2.32337,0.79893,1.85621,2.22889,0.79893,1.78073,2.40668,0.79893,1.92277,2.37915,0.79893,1.90078,2.09159,0.79893,1.67104,2.34508,0.79893,1.87356,2.2219,0.79893,1.77514,2.39621,0.79893,1.91441
654,C.Soler,WHU,MID,5,1.98974,0.87106,1.73319,1.61461,0.87106,1.40642,1.5535,0.87106,1.35319,1.6775,0.87106,1.4612,1.74327,0.87106,1.5185,1.59777,0.87106,1.39176,1.57435,0.87106,1.37136,1.78519,0.87106,1.55501
655,Forbs,WOL,MID,5.5,1.65007,0.41224,0.68022,1.75253,0.41224,0.72246,1.75678,0.41224,0.72421,1.57025,0.41224,0.64731,1.54835,0.41224,0.63828,1.49636,0.41224,0.61686,1.67833,0.41224,0.69187,1.445,0.41224,0.59568
656,Young,AVL,MID,4.5,1.7344,0.00408,0.00707,1.78541,0.00408,0.00728,2.01443,0.00408,0.00821,1.78064,0.00408,0.00726,1.58661,0.00408,0.00647,1.88463,0.00408,0.00768,1.88878,0.00408,0.0077,1.81074,0.00408,0.00738
657,Kacurri,ARS,DEF,4,2.00281,0.00503,0.01007,2.47254,0.00503,0.01243,2.22514,0.00503,0.01118,2.13754,0.00503,0.01074,2.03828,0.00503,0.01024,2.2144,0.00503,0.01113,2.10546,0.00503,0.01058,2.14928,0.00503,0.0108
658,Heaven,ARS,DEF,4,2.00281,0.00503,0.01007,2.47254,0.00503,0.01243,2.22514,0.00503,0.01118,2.13754,0.00503,0.01074,2.03828,0.00503,0.01024,2.2144,0.00503,0.01113,2.10546,0.00503,0.01058,2.14928,0.00503,0.0108
659,Kabia,ARS,MID,4.5,1.81371,0.00497,0.00901,1.81485,0.00497,0.00902,1.76969,0.00497,0.0088,1.78018,0.00497,0.00885,1.79628,0.00497,0.00893,1.88442,0.00497,0.00937,1.70421,0.00497,0.00847,1.93667,0.00497,0.00963
660,Jaros,LIV,GK,4,3.26518,0.00235,0.00768,3.70602,0.00235,0.00872,3.27996,0.00235,0.00771,3.52275,0.00235,0.00829,3.96235,0.00235,0.00932,2.84199,0.00235,0.00668,3.98935,0.00235,0.00938,3.1984,0.00235,0.00752
661,Yogane,BRE,MID,4.5,1.77313,0.00733,0.013,1.67026,0.00733,0.01225,2.05925,0.00733,0.0151,1.70241,0.00733,0.01248,1.71284,0.00733,0.01256,1.8528,0.00733,0.01358,1.77789,0.00733,0.01304,1.87439,0.00733,0.01374
662,Nichols,ARS,DEF,4,1.99681,0.00831,0.01659,2.47424,0.00831,0.02056,2.22676,0.00831,0.0185,2.13224,0.00831,0.01772,2.03252,0.00831,0.01689,2.21634,0.00831,0.01842,2.10069,0.00831,0.01746,2.15121,0.00831,0.01788
663,Samuels,BHA,DEF,4,2.01582,0.00975,0.01966,2.40987,0.00975,0.0235,2.12453,0.00975,0.02072,1.99621,0.00975,0.01947,2.2711,0.00975,0.02215,1.9179,0.00975,0.0187,2.14826,0.00975,0.02095,2.15165,0.00975,0.02098
664,Pond,WOL,DEF,3.9,1.91552,0.07719,0.14787,2.47555,0.07719,0.1911,1.97233,0.07719,0.15225,2.3887,0.07719,0.18439,2.38856,0.07719,0.18438,2.06968,0.07719,0.15977,1.97133,0.07719,0.15217,2.39905,0.07719,0.18519
665,Butler-Oyedeji,ARS,FWD,4.5,1.55622,0.01045,0.01626,1.53573,0.01045,0.01604,1.55069,0.01045,0.0162,1.45563,0.01045,0.01521,1.51816,0.01045,0.01586,1.71346,0.01045,0.0179,1.37766,0.01045,0.01439,1.79271,0.01045,0.01873
666,Kporha,CRY,DEF,4,2.11516,0.29195,0.61753,1.79525,0.29195,0.52413,2.07894,0.29195,0.60695,2.08244,0.29195,0.60797,2.1967,0.29195,0.64133,1.93735,0.29195,0.56561,2.20487,0.29195,0.64372,1.83876,0.29195,0.53683
667,Fletcher,MUN,MID,4.5,1.89349,0.01436,0.02718,1.82722,0.01436,0.02623,1.6315,0.01436,0.02342,1.87704,0.01436,0.02695,1.78318,0.01436,0.0256,1.77538,0.01436,0.02549,1.84283,0.01436,0.02646,1.86281,0.01436,0.02674
668,Cahill,BHA,GK,3.9,3.25739,0.00224,0.00728,4.19541,0.00224,0.00938,3.44612,0.00224,0.0077,3.13103,0.00224,0.007,4.12526,0.00224,0.00922,3.14458,0.00224,0.00703,3.59451,0.00224,0.00804,3.57074,0.00224,0.00798
669,Davies,LIV,GK,4,3.35669,0.002,0.00671,3.77778,0.002,0.00756,3.37147,0.002,0.00674,3.59451,0.002,0.00719,4.0341,0.002,0.00807,2.93351,0.002,0.00587,4.06112,0.002,0.00812,3.28991,0.002,0.00658
670,Amass,MUN,DEF,4,2.21634,0.0025,0.00554,2.14454,0.0025,0.00536,2.44778,0.0025,0.00612,1.87444,0.0025,0.00469,2.0227,0.0025,0.00506,2.22458,0.0025,0.00556,2.00413,0.0025,0.00501,2.53029,0.0025,0.00633
671,Wright,MCI,MID,4.5,1.87232,0.00044,0.00082,1.93667,0.00044,0.00085,1.88782,0.00044,0.00083,1.81485,0.00044,0.0008,1.77371,0.00044,0.00078,1.72396,0.00044,0.00076,1.58472,0.00044,0.00069,1.83217,0.00044,0.0008
672,Simpson-Pusey,MCI,DEF,4,1.9077,0.08577,0.16362,2.13245,0.08577,0.1829,2.05135,0.08577,0.17594,2.45587,0.08577,0.21064,1.97764,0.08577,0.16962,2.13999,0.08577,0.18355,2.44692,0.08577,0.20987,2.13362,0.08577,0.183
